Initial URL,Processing Time (s),Relevant Link,Relevant Fields,Relevance Reasons,Update Time (s)
https://siebelschool.illinois.edu/about/people/all-faculty/caesar,2220.03,http://cs.illinois.edu/research/areas/systems-and-networking#option_21176_3,researchStatement,"researchStatement: The URL is from a university's computer science department and the display text mentions a specific research area, which could be related to a professor's research statement, including Matthew Caesar's.",28.93
https://siebelschool.illinois.edu/about/people/all-faculty/caesar,2220.03,http://cs.illinois.edu/research/areas/systems-and-networking#option_21176_4,researchStatement,"researchStatement: The URL contains 'research' and 'systems-and-networking', which could be related to a professor's research statement, and Matthew Caesar is a professor in the CS department at Illinois, which matches the domain 'cs.illinois.edu'",28.31
https://siebelschool.illinois.edu/about/people/all-faculty/caesar,2220.03,http://assured-cloud-computing.illinois.edu/,researchStatement,"researchStatement: The URL and display text suggest a connection to a university research center, which may include information about professors' research, including Matthew Caesar's.",27.77
https://siebelschool.illinois.edu/about/people/all-faculty/caesar,2220.03,https://synrg.csl.illinois.edu/,researchStatement,"researchStatement: The URL and display text suggest a research group, which may include information about a professor's research statement, including Matthew Caesar's.",79.19
https://siebelschool.illinois.edu/about/people/all-faculty/caesar,2220.03,https://isens.cs.illinois.edu/,researchStatement,"researchStatement: The URL and display text suggest a research lab, which may contain information about a professor's research, including Matthew Caesar's research statement.",28.06
https://siebelschool.illinois.edu/about/people/all-faculty/caesar,2220.03,http://cs.illinois.edu/about/people/faculty/caesar,"biography, researchStatement","biography: The URL contains a faculty directory path and the display text matches the name of the professor.; researchStatement: The URL contains a faculty member's name and is part of a university's computer science department website, which likely includes information about the professor's research.",27.38
https://siebelschool.illinois.edu/about/people/all-faculty/caesar,2220.03,https://siebelschool.illinois.edu/news/nsf-microservices,researchStatement,"researchStatement: The URL contains 'nsf-microservices' which could be related to research, and the display text mentions 'microservice-based applications', which might be relevant to a professor's research statement, especially if Matthew Caesar's research involves microservices.",23.27
https://siebelschool.illinois.edu/about/people/all-faculty/caesar,2220.03,https://grainger.illinois.edu/news/stories/60906,biography,"biography: The display text mentions Matthew Caesar, indicating the link may contain information about him, including his biography.",26.05
https://siebelschool.illinois.edu/about/people/all-faculty/caesar,2220.03,https://cs.illinois.edu/about/people/department-faculty/caesar,"biography, researchStatement","biography: The URL contains 'people' and 'department-faculty', and the display text matches the name, indicating it likely contains biographical information about the professor.; researchStatement: The URL contains a faculty member's name and is part of a department's people webpage, which often includes research information.",27.72
https://siebelschool.illinois.edu/about/people/all-faculty/caesar,2220.03,https://siebelschool.illinois.edu/news/caesars-passion-for-iot-helps-transition-his-graduate-course-into-an-online-hands-on-coursera-specialization,"biography, researchStatement","biography: The display text mentions 'Caesar's Passion', indicating the link is about a person named Caesar, likely a professor, and the URL contains 'caesars', suggesting it may contain biographical information about him.; researchStatement: The URL and display text mention a professor's name, Caesar, and his work on IoT, indicating potential relevance to his research statement.",32.36
https://siebelschool.illinois.edu/about/people/all-faculty/caesar,2220.03,https://siebelschool.illinois.edu/about/people/department-faculty/caesar,"biography, researchStatement","biography: The URL contains 'about' and 'people' and the display text matches the prof's name; researchStatement: The URL contains a faculty member's name and the display text matches the prof's name, suggesting the link may lead to their profile, which could include a research statement.",30.93
https://siebelschool.illinois.edu/about/people/all-faculty/caesar,2220.03,https://siebelschool.illinois.edu/news/caesar-works-improve-internet-connectivity-during-disaster-response,"biography, researchStatement","biography: The display text mentions 'Caesar', which could refer to the professor Matthew Caesar, and the URL contains 'caesar', suggesting a potential connection to the professor's work or biography.; researchStatement: The URL and display text mention 'Caesar Works', which likely refers to a project or initiative led by Matthew Caesar, suggesting the link may contain information about his research.",32.52
https://siebelschool.illinois.edu/about/people/all-faculty/caesar,2220.03,https://siebelschool.illinois.edu/about/people/faculty/caesar,"biography, researchStatement","biography: The URL contains 'faculty' and a specific name, and the display text matches the name, suggesting it leads to a faculty member's profile, which likely includes their biography.; researchStatement: The URL contains 'faculty' and the display text references a person's name, suggesting it may lead to a faculty member's profile, which could include their research statement.",32.48
https://siebelschool.illinois.edu/about/people/all-faculty/caesar,2220.03,http://csl.illinois.edu,researchStatement,"researchStatement: The URL and display text suggest a research institution, increasing the likelihood of containing research-related information, including that of a specific professor like Matthew Caesar.",32.05
https://siebelschool.illinois.edu/about/people/all-faculty/caesar,2220.03,https://csl.illinois.edu/news/csl-researcher-works-improve-internet-connectivity-during-disaster-response,researchStatement,researchStatement: The URL mentions 'csl-researcher' which could imply a professor's research and CSL is a department at the University of Illinois where Matthew Caesar is a professor.,32.75
https://siebelschool.illinois.edu/about/people/all-faculty/kcchang,109.60,,,,
https://siebelschool.illinois.edu/about/people/faculty/hl314,406.71,http://cs.illinois.edu/research/areas/bioinformatics-and-computational-biology,researchStatement,"researchStatement: The URL and display text suggest a research area, which could be related to a professor's research statement.",41.85
https://siebelschool.illinois.edu/about/people/faculty/hl314,406.71,http://cs.illinois.edu/research/areas/bioinformatics-and-computational-biology#research,researchStatement,"researchStatement: The URL contains 'research' and the display text mentions 'Research Groups/Events', which could be related to a professor's research statement.",43.96
https://siebelschool.illinois.edu/about/people/faculty/hl314,406.71,http://cs.illinois.edu/about/people/faculty/hl314,researchStatement,"researchStatement: The URL contains a faculty member's identifier and the display text matches the prof's name, suggesting the link may lead to their profile, which could include a research statement.",131.37
https://siebelschool.illinois.edu/about/people/faculty/angrave,37.53,,,,
https://siebelschool.illinois.edu/about/people/all-faculty/nanjiang,1075.87,http://nanjiang.cs.illinois.edu/,"biography, researchStatement","biography: The URL contains the professor's name and the display text indicates it is their personal website, which often includes biographical information.; researchStatement: The URL is a personal website of a professor, which often contains information about their research, including their research statement.",30.24
https://siebelschool.illinois.edu/about/people/all-faculty/nanjiang,1075.87,https://siebelschool.illinois.edu/about/people/faculty/nanjiang,"biography, researchStatement","biography: The URL contains the name 'nanjiang' which matches the prof's name, indicating the link is likely about the professor.; researchStatement: The URL contains the faculty member's name, suggesting it may lead to their profile, which could include a research statement.",32.31
https://siebelschool.illinois.edu/about/people/all-faculty/nanjiang,1075.87,https://twitter.com/nanjiang_cs,biography,"biography: The URL and display text match the prof's name, suggesting a personal Twitter account that may contain biographical information.",33.47
https://siebelschool.illinois.edu/about/people/all-faculty/nanjiang,1075.87,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2141781,researchStatement,"researchStatement: The URL contains an award ID and the display text mentions a specific award, which could be related to a professor's research statement.",56.57
https://siebelschool.illinois.edu/about/people/all-faculty/nanjiang,1075.87,http://proceedings.mlr.press/v70/jiang17c.html,researchStatement,"researchStatement: The URL contains the author's last name 'jiang' and the display text mentions a conference version, suggesting a research paper.",56.92
https://siebelschool.illinois.edu/about/people/all-faculty/nanjiang,1075.87,http://cs.illinois.edu/research/areas/artificial-intelligence,researchStatement,"researchStatement: The URL and display text both mention 'artificial-intelligence', which could be related to a professor's research statement, especially if the professor works in that field like Nan Jiang.",101.78
https://siebelschool.illinois.edu/about/people/all-faculty/nanjiang,1075.87,http://cs.illinois.edu/research/areas/artificial-intelligence#research,researchStatement,"researchStatement: The URL contains 'research' and the display text mentions 'Research Groups/Events', which could be related to a professor's research statement.",101.64
https://siebelschool.illinois.edu/about/people/all-faculty/nanjiang,1075.87,http://cs.illinois.edu/about/people/faculty/nanjiang,"biography, researchStatement","biography: The URL contains a faculty directory path and the display text matches the prof's name, indicating it likely contains biographical information.; researchStatement: The URL contains a faculty member's name and is part of a university's computer science department website, which likely includes information about the professor's research.",55.69
https://siebelschool.illinois.edu/about/people/all-faculty/nanjiang,1075.87,https://siebelschool.illinois.edu/news/nan-jiang-2024-sloan-fellow,biography,"biography: The URL and display text specifically mention a professor's name and a notable achievement, suggesting the link may contain biographical information about Nan Jiang.",56.47
https://siebelschool.illinois.edu/about/people/all-faculty/nanjiang,1075.87,https://siebelschool.illinois.edu/news/nan-jiang-furthers-development-in-reinforcement-learning-with-nsf-career-award,"biography, researchStatement","biography: The display text mentions a specific professor, Nan Jiang, and the URL contains the professor's name, indicating the link may contain biographical information about the professor.; researchStatement: The URL and display text specifically mention the professor's name and an award related to reinforcement learning, indicating potential relevance to their research statement.",61.17
https://siebelschool.illinois.edu/about/people/all-faculty/nanjiang,1075.87,https://siebelschool.illinois.edu/about/people/department-faculty/nanjiang,"biography, researchStatement","biography: The URL contains 'about' and 'people', and the display text matches the prof's name, indicating the link likely contains biographical information.; researchStatement: The URL contains 'people' and 'department-faculty', indicating it may lead to a faculty member's profile, which often includes a research statement.",53.20
https://siebelschool.illinois.edu/about/people/all-faculty/nanjiang,1075.87,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2141781&HistoricalAwards=false,researchStatement,"researchStatement: The display text matches a research topic and the URL appears to be from a funding agency, suggesting a connection to a researcher's work.",57.06
https://siebelschool.illinois.edu/about/people/all-faculty/nanjiang,1075.87,https://siebelschool.illinois.edu/news/jiang-national-institute-exploring-synergies-between-networking-AI,"biography, researchStatement","biography: The display text mentions a specific person's name, 'Jiang', indicating potential biographical information about the professor.; researchStatement: The URL and display text mention a specific professor, Jiang, and their involvement in a research-related project, indicating potential relevance to their research statement.",60.42
https://siebelschool.illinois.edu/about/people/all-faculty/mfsilva,1269.32,http://mfsilva.web.illinois.edu/,"biography, researchStatement","biography: The URL contains the name 'mfsilva' which could be an abbreviation for Mariana Silva, and the display text 'Personal Website' suggests it may contain biographical information.; researchStatement: The URL contains the name 'mfsilva' which could be an abbreviation for Mariana Silva, and a personal website often contains information about a person's research.",47.87
https://siebelschool.illinois.edu/about/people/all-faculty/mfsilva,1269.32,https://siebelschool.illinois.edu/news/game-time-shaffer-silva-build-a-new-bridge-with-campus-middle-school-for-girls,biography,"biography: The display text mentions 'Silva', which could refer to the professor's last name, indicating potential biographical information.",51.16
https://siebelschool.illinois.edu/about/people/all-faculty/mfsilva,1269.32,https://siebelschool.illinois.edu/about/people/department-faculty/mfsilva,"biography, researchStatement","biography: The URL contains 'about' and 'people' and the display text matches the prof's name, indicating it likely contains biographical information; researchStatement: The URL contains a faculty member's name and is located in a department faculty directory, suggesting it may contain information about the professor, including their research statement.",175.46
https://siebelschool.illinois.edu/about/people/all-faculty/mfsilva,1269.32,https://siebelschool.illinois.edu/news/silva-leads-team-studying-interconnections-between-online-learning-equity-access,"biography, researchStatement","biography: The display text mentions a specific professor, Mariana Silva, indicating the link may contain information about her biography or work.; researchStatement: The URL and display text specifically mention 'Silva' leading a team on a research project, suggesting the link contains information about her research.",166.21
https://siebelschool.illinois.edu/about/people/all-faculty/mfsilva,1269.32,https://siebelschool.illinois.edu/about/people/all-faculty/mfsilva,"biography, researchStatement","biography: The URL contains 'about' and 'people' and the display text matches the prof's name; researchStatement: The URL contains a faculty member's name and the display text matches the name, suggesting the link may lead to a personal profile page that could include a research statement.",292.63
https://siebelschool.illinois.edu/about/people/all-faculty/mfsilva,1269.32,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2121412,researchStatement,"researchStatement: The URL appears to be from the National Science Foundation (NSF) award search, and the display text suggests a research project, which could be related to a professor's research statement.",334.80
https://siebelschool.illinois.edu/about/people/all-faculty/minjiaz,254.52,https://minjiazhang.github.io/,"biography, researchStatement","biography: The display text mentions a professor and the URL appears to be a personal website, which often contains biographical information.; researchStatement: The URL is a personal website and the display text mentions a professor, increasing the likelihood of containing information about their research statement.",76.02
https://siebelschool.illinois.edu/about/people/all-faculty/minjiaz,254.52,https://cs.illinois.edu/about/people/faculty/minjiaz,"biography, researchStatement","biography: The URL contains the faculty member's name and the display text indicates a faculty profile, suggesting biographical information.; researchStatement: The URL contains a faculty member's name and the display text is 'Faculty Profile', which typically includes research information.",27.72
https://siebelschool.illinois.edu/about/people/all-faculty/minjiaz,254.52,https://ece.illinois.edu/about/directory/faculty/minjiaz,"biography, researchStatement","biography: The URL contains the faculty member's name and the display text indicates it's a faculty profile, suggesting biographical information.; researchStatement: The URL contains the faculty member's name and the display text indicates it's a faculty profile, which likely includes research information.",27.33
https://siebelschool.illinois.edu/about/people/all-faculty/tyxu,1209.88,https://tianyin.github.io/,"biography, researchStatement","biography: The display text explicitly mentions the person's name and the URL appears to be a personal homepage, which often contains biographical information.; researchStatement: The display text indicates it's the professor's homepage, which often includes research information.",51.10
https://siebelschool.illinois.edu/about/people/all-faculty/tyxu,1209.88,https://twitter.com/tianyin_xu,biography,"biography: The URL and display text match the prof's name, suggesting a personal Twitter account that may contain biographical information.",18.06
https://siebelschool.illinois.edu/about/people/all-faculty/tyxu,1209.88,https://tianyin.github.io/award.html,biography,biography: The URL contains the prof's name and the display text 'awards' is a common aspect of a biography,0.00
https://siebelschool.illinois.edu/about/people/all-faculty/tyxu,1209.88,http://cs.illinois.edu/research/areas/programming-languages-formal-methods-and-software-engineering,researchStatement,"researchStatement: The URL and display text suggest a research area, which may be relevant to a professor's research statement, especially if Tianyin Xu is affiliated with the University of Illinois and works in these areas.",19.21
https://siebelschool.illinois.edu/about/people/all-faculty/tyxu,1209.88,http://cs.illinois.edu/research/areas/programming-languages-formal-methods-and-software-engineering#research,researchStatement,"researchStatement: The URL contains 'research' and the display text mentions 'Research Groups/Events', which could be related to a professor's research statement.",19.12
https://siebelschool.illinois.edu/about/people/all-faculty/tyxu,1209.88,https://en.wikipedia.org/wiki/Concolic_testing,researchStatement,"researchStatement: The URL and display text mention concolic testing, which could be related to a professor's research statement if they work in the field of software testing or computer science.",20.74
https://siebelschool.illinois.edu/about/people/all-faculty/tyxu,1209.88,https://publish.illinois.edu/hpvm-project/,researchStatement,"researchStatement: The URL contains 'illinois.edu', which is a university domain, and the display text mentions specific projects, suggesting a potential connection to a professor's research statement.",18.61
https://siebelschool.illinois.edu/about/people/all-faculty/tyxu,1209.88,http://cs.illinois.edu/research/areas/programming-languages-formal-methods-and-software-engineering#option_21352_1,researchStatement,"researchStatement: The URL contains 'research' and 'areas' which could be related to a professor's research statement, and the display text 'Theory and System Development' suggests a specific area of research.",20.50
https://siebelschool.illinois.edu/about/people/all-faculty/tyxu,1209.88,http://cs.illinois.edu/research/areas/programming-languages-formal-methods-and-software-engineering#option_21352_2,researchStatement,"researchStatement: The URL contains 'research' and the display text is 'Research', which suggests a connection to a professor's research statement.",20.50
https://siebelschool.illinois.edu/about/people/all-faculty/tyxu,1209.88,http://plfmse.cs.illinois.edu/,researchStatement,"researchStatement: The URL contains 'cs' which likely stands for Computer Science, and the display text mentions a specific institution, suggesting it may be related to a professor's research group or department, including Tianyin Xu's research statement.",21.65
https://siebelschool.illinois.edu/about/people/all-faculty/tyxu,1209.88,http://cs.illinois.edu/about/people/faculty/tyxu,"biography, researchStatement","biography: The URL contains a faculty directory path and the display text matches the prof's name, indicating the link likely contains biographical information about Tianyin Xu.; researchStatement: The URL contains a faculty directory path and the display text matches the prof's name, suggesting the link may lead to a faculty profile page that could include a research statement.",25.93
https://siebelschool.illinois.edu/about/people/all-faculty/tyxu,1209.88,http://cs.illinois.edu/research/areas/systems-and-networking,researchStatement,"researchStatement: The URL and display text suggest a research area, which may be relevant to a professor's research statement, especially if Tianyin Xu is affiliated with the University of Illinois and works in systems and networking.",28.77
https://siebelschool.illinois.edu/about/people/all-faculty/tyxu,1209.88,http://cs.illinois.edu/research/areas/systems-and-networking#research,researchStatement,"researchStatement: The URL contains 'research' and the display text mentions 'Research Groups/Events', which could be related to a professor's research statement.",30.77
https://siebelschool.illinois.edu/about/people/all-faculty/tyxu,1209.88,http://cs.illinois.edu/research/areas/systems-and-networking#option_21176_1,researchStatement,"researchStatement: The URL contains 'research' and the display text mentions a specific area, which could be related to a professor's research statement.",30.73
https://siebelschool.illinois.edu/about/people/all-faculty/tyxu,1209.88,http://cs.illinois.edu/research/areas/systems-and-networking#option_21176_2,researchStatement,"researchStatement: The URL contains 'research' and the display text mentions specific areas, which could be related to a professor's research statement.",31.02
https://siebelschool.illinois.edu/about/people/all-faculty/tyxu,1209.88,http://cs.illinois.edu/research/areas/systems-and-networking#option_21176_3,researchStatement,"researchStatement: The URL is from a university's computer science department and the display text mentions a specific research area, which could be related to a professor's research statement.",30.53
https://siebelschool.illinois.edu/about/people/all-faculty/tyxu,1209.88,http://cs.illinois.edu/research/areas/systems-and-networking#option_21176_4,researchStatement,"researchStatement: The URL contains 'research' and 'areas', which could be related to a professor's research statement, and the display text 'Multidisciplinary Collaboration' could be a topic of research.",31.46
https://siebelschool.illinois.edu/about/people/all-faculty/tyxu,1209.88,https://synrg.csl.illinois.edu/,researchStatement,"researchStatement: The URL and display text suggest a research group, which may include information about a professor's research statement, including Tianyin Xu's.",82.42
https://siebelschool.illinois.edu/about/people/all-faculty/tyxu,1209.88,https://siebelschool.illinois.edu/news/nsf-microservices,researchStatement,"researchStatement: The URL contains 'nsf-microservices' which could be related to research, and Tianyin Xu is a professor in the Siebel School of Computer Science, suggesting a potential connection to the CS-led team mentioned in the display text.",31.25
https://siebelschool.illinois.edu/about/people/all-faculty/tyxu,1209.88,https://siebelschool.illinois.edu/news/-acto-IBM,researchStatement,"researchStatement: The display text mentions a specific research-related achievement by the professor, indicating potential relevance to their research statement.",26.82
https://siebelschool.illinois.edu/about/people/all-faculty/tyxu,1209.88,https://siebelschool.illinois.edu/about/people/all-faculty/tyxu,"biography, researchStatement","biography: The URL contains 'about' and 'people' and the display text matches the prof's name; researchStatement: The URL contains a faculty member's name and the display text matches the name, suggesting the link may lead to a personal profile page that could include a research statement.",26.54
https://siebelschool.illinois.edu/about/people/all-faculty/tyxu,1209.88,https://siebelschool.illinois.edu/about/people/faculty/tyxu,"biography, researchStatement","biography: The URL contains the faculty directory path and the display text matches the prof's name, indicating the link likely contains information about Tianyin Xu's biography.; researchStatement: The URL contains a faculty directory path and the display text matches the prof's name, suggesting the link may lead to a faculty profile page that could include a research statement.",26.57
https://siebelschool.illinois.edu/about/people/all-faculty/maxim,22.44,,,,
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,http://boli.cs.illinois.edu,"biography, researchStatement","biography: The display text explicitly mentions 'Homepage' which typically contains biographical information about the person.; researchStatement: The display text indicates it's the professor's homepage, which often includes research information.",29.07
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://ai.ncsa.illinois.edu/,researchStatement,"researchStatement: The URL contains 'ai' and the display text mentions 'Artificial Intelligence', which could be related to a professor's research statement, especially if the professor is Bo Li, who is known for AI research.",29.31
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://iti.illinois.edu/,researchStatement,"researchStatement: The URL is a university website and the display text mentions an institute, which could be affiliated with a professor's research.",28.87
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://www.c3sr.com/,researchStatement,"researchStatement: The URL and display text suggest a research institution, increasing the likelihood of containing information about a professor's research statement, including Bo Li's.",155.62
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://cs.illinois.edu/news/nsf-supports-new-ai-institute-for-agent-based-cyber-threat-intelligence-and-operation,researchStatement,"researchStatement: The URL and display text mention AI and cyber threat intelligence, which could be related to a professor's research statement, especially if the professor is Bo Li, who is known for her work in AI and cybersecurity.",59.68
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://iti.illinois.edu/people/profile/lbo,biography,"biography: The URL contains 'lbo' which could be an abbreviation for 'Li Bo' and the display text does not seem to be directly related to the URL, suggesting the link might lead to a personal profile or biography page",59.50
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,"https://www.ijcai.org/awards#:~:text=The%20winner%20of%20the%202022%20IJCAI%20Computers%20and%20Thought%20Award,of%20Illinois%20at%20Urbana%2DChampaign.",biography,"biography: The URL contains the name of a university, University of Illinois at Urbana-Champaign, which could be the prof's affiliation, and the display text mentions an award, which could be related to the prof's achievements.",58.33
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://cs.illinois.edu/news/bo-li-named-2022-sloan-research-fellow,biography,"biography: The URL mentions 'bo-li' which suggests the link is about Bo Li, and the display text mentions a fellowship, which could be a biographical detail.",60.84
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2046726&HistoricalAwards=false,researchStatement,"researchStatement: The URL contains an award ID and the display text mentions a specific award, which could be related to a professor's research statement.",60.63
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://www.technologyreview.com/innovator/bo-li/,biography,"biography: The URL contains the name 'bo-li' and the display text mentions an award, suggesting a personal profile or biography of Bo Li.",175.74
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://amlcvpr2019.github.io/,researchStatement,"researchStatement: The URL and display text suggest a connection to Adversarial Machine Learning, a topic that may be relevant to a professor's research statement, particularly if the professor is Bo Li, who is known for her work in this area.",65.73
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://scholar.google.com/citations?user=K8vJkTcAAAAJ&hl=en,researchStatement,"researchStatement: Google Scholar profiles typically contain information about a researcher's publications and research interests, which can be related to their research statement.",149.96
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=K8vJkTcAAAAJ&citation_for_view=K8vJkTcAAAAJ:KEHW5XCvxlQC,researchStatement,"researchStatement: The URL is from Google Scholar, which often hosts academic papers, and the display text mentions a specific research topic, suggesting a connection to a professor's research statement.",79.27
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=K8vJkTcAAAAJ&citation_for_view=K8vJkTcAAAAJ:y_m0fafCJJkC,researchStatement,"researchStatement: The URL is from Google Scholar, which often hosts academic papers, and the display text mentions a specific research topic, suggesting a connection to a professor's research statement.",76.68
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=K8vJkTcAAAAJ&citation_for_view=K8vJkTcAAAAJ:MagRZZew-58C,researchStatement,"researchStatement: The URL is from Google Scholar, which often hosts academic publications, and the display text mentions a specific research topic, suggesting a connection to a professor's research statement.",77.19
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=K8vJkTcAAAAJ&citation_for_view=K8vJkTcAAAAJ:n35PH7pn8T4C,researchStatement,"researchStatement: The URL is from Google Scholar, which often contains research papers and citations, and the display text mentions a specific research topic, suggesting a connection to a professor's research statement.",76.56
